programa,start_segment,end_segment,pais1,pais2,pais_par
404,431.0,435.0,Canadá,México,"('Canadá', 'México')"
404,454.0,458.0,Canadá,Estados Unidos,"('Canadá', 'Estados Unidos')"
404,468.0,476.0,Canadá,Estados Unidos,"('Canadá', 'Estados Unidos')"
404,476.0,482.0,Canadá,Estados Unidos,"('Canadá', 'Estados Unidos')"
404,491.0,496.0,Canadá,Estados Unidos,"('Canadá', 'Estados Unidos')"
404,501.0,508.0,Canadá,Estados Unidos,"('Canadá', 'Estados Unidos')"
404,525.0,532.0,China,Estados Unidos,"('China', 'Estados Unidos')"
404,525.0,532.0,China,Peru,"('China', 'Peru')"
404,525.0,532.0,Estados Unidos,Peru,"('Estados Unidos', 'Peru')"
404,535.0,539.0,Estados Unidos,Peru,"('Estados Unidos', 'Peru')"
404,1301.08,1308.4,Estados Unidos,Somália,"('Estados Unidos', 'Somália')"
404,2277.56,2283.56,Austrália,Turquia,"('Austrália', 'Turquia')"
404,3480.76,3490.04,Argentina,Bolívia,"('Argentina', 'Bolívia')"
404,3480.76,3490.04,Argentina,Brasil,"('Argentina', 'Brasil')"
404,3480.76,3490.04,Bolívia,Brasil,"('Bolívia', 'Brasil')"
404,4550.16,4552.4,Alemanha,França,"('Alemanha', 'França')"
404,5045.52,5054.04,Canadá,Japão,"('Canadá', 'Japão')"
404,5045.52,5054.04,Canadá,México,"('Canadá', 'México')"
404,5045.52,5054.04,Japão,México,"('Japão', 'México')"
404,5054.04,5064.76,Estados Unidos,Índia,"('Estados Unidos', 'Índia')"
404,5083.56,5092.24,Brasil,Israel,"('Brasil', 'Israel')"
404,5189.44,5196.4,Austrália,Irlanda,"('Austrália', 'Irlanda')"
404,5189.44,5196.4,Austrália,Itália,"('Austrália', 'Itália')"
404,5189.44,5196.4,Irlanda,Itália,"('Irlanda', 'Itália')"
404,5235.6,5244.12,Argentina,Paraguai,"('Argentina', 'Paraguai')"
404,5717.64,5725.16,China,Estados Unidos,"('China', 'Estados Unidos')"
404,6065.88,6074.44,Irã,Israel,"('Irã', 'Israel')"
404,6442.36,6455.48,Síria,Turquia,"('Síria', 'Turquia')"
404,6571.0,6587.8,Irã,Rússia,"('Irã', 'Rússia')"
404,6571.0,6587.8,Irã,Síria,"('Irã', 'Síria')"
404,6571.0,6587.8,Rússia,Síria,"('Rússia', 'Síria')"
404,6614.36,6627.32,Israel,Síria,"('Israel', 'Síria')"
404,6679.16,6691.0,Líbano,Turquia,"('Líbano', 'Turquia')"
404,6691.24,6698.0,Israel,Síria,"('Israel', 'Síria')"
404,6698.0,6703.48,Rússia,Síria,"('Rússia', 'Síria')"
404,7128.84,7147.84,Estados Unidos,Rússia,"('Estados Unidos', 'Rússia')"
404,7128.84,7147.84,Estados Unidos,Turquia,"('Estados Unidos', 'Turquia')"
404,7128.84,7147.84,Rússia,Turquia,"('Rússia', 'Turquia')"
404,8109.84,8122.84,Chile,Uruguai,"('Chile', 'Uruguai')"
404,8563.34,8569.38,Bolívia,Brasil,"('Bolívia', 'Brasil')"
404,8810.22,8818.46,Brasil,França,"('Brasil', 'França')"
404,8998.66,9006.26,França,Polônia,"('França', 'Polônia')"
404,9308.94,9318.94,China,Paraguai,"('China', 'Paraguai')"
404,9347.98,9358.46,China,Paraguai,"('China', 'Paraguai')"
404,9358.46,9369.98,Argentina,China,"('Argentina', 'China')"
404,9358.46,9369.98,Argentina,Paraguai,"('Argentina', 'Paraguai')"
404,9358.46,9369.98,China,Paraguai,"('China', 'Paraguai')"
404,9369.98,9378.46,China,Maurício,"('China', 'Maurício')"
404,9378.46,9386.46,Argentina,Brasil,"('Argentina', 'Brasil')"
404,10926.06,10932.06,Estados Unidos,Venezuela,"('Estados Unidos', 'Venezuela')"
404,11066.06,11074.06,Argentina,Venezuela,"('Argentina', 'Venezuela')"
404,11325.06,11332.06,Guiana,Venezuela,"('Guiana', 'Venezuela')"
404,11654.06,11660.06,Canadá,México,"('Canadá', 'México')"
404,11676.06,11683.06,Canadá,México,"('Canadá', 'México')"
404,11747.06,11754.06,Canadá,México,"('Canadá', 'México')"
404,11790.06,11796.06,Canadá,México,"('Canadá', 'México')"
404,11809.06,11814.06,Estados Unidos,México,"('Estados Unidos', 'México')"
404,13126.06,13144.06,Estados Unidos,Filipinas,"('Estados Unidos', 'Filipinas')"
404,13126.06,13144.06,Estados Unidos,Japão,"('Estados Unidos', 'Japão')"
404,13126.06,13144.06,Estados Unidos,Taiwan,"('Estados Unidos', 'Taiwan')"
404,13126.06,13144.06,Filipinas,Japão,"('Filipinas', 'Japão')"
404,13126.06,13144.06,Filipinas,Taiwan,"('Filipinas', 'Taiwan')"
404,13126.06,13144.06,Japão,Taiwan,"('Japão', 'Taiwan')"
404,13409.06,13435.06,Malásia,Suíça,"('Malásia', 'Suíça')"
404,14585.56,14588.66,Noruega,Suécia,"('Noruega', 'Suécia')"
405,391.0,394.0,Somália,Turquia,"('Somália', 'Turquia')"
405,432.0,436.0,Egito,Etiópia,"('Egito', 'Etiópia')"
405,563.0,570.0,Austrália,Nauru,"('Austrália', 'Nauru')"
405,612.0,618.0,Austrália,China,"('Austrália', 'China')"
405,1265.0,1268.0,Israel,Palestina,"('Israel', 'Palestina')"
405,2968.0,2974.0,Brasil,Israel,"('Brasil', 'Israel')"
405,2977.0,2980.0,Estados Unidos,Israel,"('Estados Unidos', 'Israel')"
405,3001.0,3006.0,Brasil,Israel,"('Brasil', 'Israel')"
405,3077.0,3081.0,Brasil,Israel,"('Brasil', 'Israel')"
405,4289.0,4294.0,Canadá,Estados Unidos,"('Canadá', 'Estados Unidos')"
405,4376.0,4380.0,Bolívia,Venezuela,"('Bolívia', 'Venezuela')"
405,4594.0,4599.0,China,Portugal,"('China', 'Portugal')"
405,5414.0,5417.0,Rússia,Síria,"('Rússia', 'Síria')"
405,7264.0,7266.0,Rússia,Síria,"('Rússia', 'Síria')"
405,7299.0,7302.0,Rússia,Síria,"('Rússia', 'Síria')"
405,7378.0,7382.0,Mali,Sudão,"('Mali', 'Sudão')"
405,7585.0,7590.0,Israel,Rússia,"('Israel', 'Rússia')"
405,7594.0,7598.0,Rússia,Síria,"('Rússia', 'Síria')"
405,7620.0,7623.0,Rússia,Síria,"('Rússia', 'Síria')"
405,7625.0,7627.0,Rússia,Síria,"('Rússia', 'Síria')"
405,7665.0,7668.0,Israel,Rússia,"('Israel', 'Rússia')"
405,7665.0,7668.0,Israel,Síria,"('Israel', 'Síria')"
405,7665.0,7668.0,Rússia,Síria,"('Rússia', 'Síria')"
405,7735.0,7737.0,Irã,Israel,"('Irã', 'Israel')"
405,7735.0,7737.0,Irã,Síria,"('Irã', 'Síria')"
405,7735.0,7737.0,Israel,Síria,"('Israel', 'Síria')"
405,7837.0,7840.0,Israel,Síria,"('Israel', 'Síria')"
405,8100.0,8103.0,Iraque,Síria,"('Iraque', 'Síria')"
405,8255.0,8256.0,Israel,Palestina,"('Israel', 'Palestina')"
405,8367.0,8371.0,Irã,Síria,"('Irã', 'Síria')"
405,8410.0,8413.0,Irã,Rússia,"('Irã', 'Rússia')"
405,8410.0,8413.0,Irã,Turquia,"('Irã', 'Turquia')"
405,8410.0,8413.0,Rússia,Turquia,"('Rússia', 'Turquia')"
405,8454.0,8456.0,Israel,Palestina,"('Israel', 'Palestina')"
405,8817.0,8820.0,Irlanda,Israel,"('Irlanda', 'Israel')"
405,9171.0,9174.0,Irlanda,Israel,"('Irlanda', 'Israel')"
405,9717.0,9721.0,China,Estados Unidos,"('China', 'Estados Unidos')"
405,9990.0,9994.0,França,Polônia,"('França', 'Polônia')"
405,10010.0,10013.0,Itália,Polônia,"('Itália', 'Polônia')"
405,10397.0,10400.0,Alemanha,Espanha,"('Alemanha', 'Espanha')"
405,10600.0,10605.0,Brasil,Colômbia,"('Brasil', 'Colômbia')"
405,10674.0,10677.0,França,Polônia,"('França', 'Polônia')"
405,10718.0,10722.0,Argentina,Brasil,"('Argentina', 'Brasil')"
405,10748.0,10752.0,Argentina,Brasil,"('Argentina', 'Brasil')"
405,11405.0,11410.0,Argentina,Brasil,"('Argentina', 'Brasil')"
405,11864.0,11872.0,China,Paraguai,"('China', 'Paraguai')"
405,11872.0,11875.0,Paraguai,Taiwan,"('Paraguai', 'Taiwan')"
405,12011.0,12014.0,Argentina,Paraguai,"('Argentina', 'Paraguai')"
405,13540.0,13543.0,Bolívia,Chile,"('Bolívia', 'Chile')"
405,13729.0,13735.0,Chile,Estados Unidos,"('Chile', 'Estados Unidos')"
405,13994.0,14001.0,Chile,Peru,"('Chile', 'Peru')"
405,14230.0,14236.0,Alemanha,Brasil,"('Alemanha', 'Brasil')"
405,14230.0,14236.0,Alemanha,Estados Unidos,"('Alemanha', 'Estados Unidos')"
405,14230.0,14236.0,Brasil,Estados Unidos,"('Brasil', 'Estados Unidos')"
405,14322.0,14328.0,Equador,Peru,"('Equador', 'Peru')"
405,14377.0,14383.0,Brasil,Estados Unidos,"('Brasil', 'Estados Unidos')"
405,14441.0,14448.0,Colômbia,Equador,"('Colômbia', 'Equador')"
405,14727.0,14733.0,Colômbia,Estados Unidos,"('Colômbia', 'Estados Unidos')"
405,14727.0,14733.0,Colômbia,Venezuela,"('Colômbia', 'Venezuela')"
405,14727.0,14733.0,Estados Unidos,Venezuela,"('Estados Unidos', 'Venezuela')"
405,15431.0,15439.0,Estados Unidos,México,"('Estados Unidos', 'México')"
405,15917.0,15921.0,Austrália,Brunei,"('Austrália', 'Brunei')"
405,15917.0,15921.0,Austrália,Canadá,"('Austrália', 'Canadá')"
405,15917.0,15921.0,Austrália,Chile,"('Austrália', 'Chile')"
405,15917.0,15921.0,Austrália,Japão,"('Austrália', 'Japão')"
405,15917.0,15921.0,Austrália,México,"('Austrália', 'México')"
405,15917.0,15921.0,Brunei,Canadá,"('Brunei', 'Canadá')"
405,15917.0,15921.0,Brunei,Chile,"('Brunei', 'Chile')"
405,15917.0,15921.0,Brunei,Japão,"('Brunei', 'Japão')"
405,15917.0,15921.0,Brunei,México,"('Brunei', 'México')"
405,15917.0,15921.0,Canadá,Chile,"('Canadá', 'Chile')"
405,15917.0,15921.0,Canadá,Japão,"('Canadá', 'Japão')"
405,15917.0,15921.0,Canadá,México,"('Canadá', 'México')"
405,15917.0,15921.0,Chile,Japão,"('Chile', 'Japão')"
405,15917.0,15921.0,Chile,México,"('Chile', 'México')"
405,15917.0,15921.0,Japão,México,"('Japão', 'México')"
405,15933.0,15942.0,China,Estados Unidos,"('China', 'Estados Unidos')"
405,15965.0,15972.0,Austrália,Canadá,"('Austrália', 'Canadá')"
405,16305.0,16318.0,China,Japão,"('China', 'Japão')"
405,16512.0,16526.0,China,Índia,"('China', 'Índia')"
405,16550.0,16559.0,China,Índia,"('China', 'Índia')"
405,16646.0,16672.0,Bangladesh,Índia,"('Bangladesh', 'Índia')"
405,17666.0,17673.0,Brasil,Estados Unidos,"('Brasil', 'Estados Unidos')"
405,18351.0,18379.0,Romênia,Rússia,"('Romênia', 'Rússia')"
405,18395.0,18412.0,Romênia,Rússia,"('Romênia', 'Rússia')"
405,18786.52,18795.52,Alemanha,França,"('Alemanha', 'França')"
405,18786.52,18795.52,Alemanha,Suíça,"('Alemanha', 'Suíça')"
405,18786.52,18795.52,França,Suíça,"('França', 'Suíça')"
405,19381.52,19386.52,Itália,Noruega,"('Itália', 'Noruega')"
405,19399.52,19408.52,Estônia,República Democrática do Congo,"('Estônia', 'República Democrática do Congo')"
405,19602.52,19619.52,França,Irlanda,"('França', 'Irlanda')"
405,19902.52,19930.52,Canadá,Islândia,"('Canadá', 'Islândia')"
405,20007.52,20021.52,Canadá,Estados Unidos,"('Canadá', 'Estados Unidos')"
405,20071.52,20082.52,Canadá,Estados Unidos,"('Canadá', 'Estados Unidos')"
405,20082.52,20094.52,Canadá,Estados Unidos,"('Canadá', 'Estados Unidos')"
405,20135.52,20142.52,Canadá,Estados Unidos,"('Canadá', 'Estados Unidos')"
405,20264.52,20274.52,Brasil,Estados Unidos,"('Brasil', 'Estados Unidos')"
405,20343.52,20347.52,China,Estados Unidos,"('China', 'Estados Unidos')"
405,20361.52,20374.52,China,Estados Unidos,"('China', 'Estados Unidos')"
405,20470.52,20481.52,China,Estados Unidos,"('China', 'Estados Unidos')"
405,20514.52,20525.52,China,Estados Unidos,"('China', 'Estados Unidos')"
405,21089.52,21094.52,Angola,Estados Unidos,"('Angola', 'Estados Unidos')"
405,21161.52,21166.52,Angola,Brasil,"('Angola', 'Brasil')"
405,22747.66,22752.66,Bélgica,França,"('Bélgica', 'França')"
