programa,start_segment,end_segment,pais1,pais2,pais_par
391,6439.46,6448.9,Kiribati,Palau,"('Kiribati', 'Palau')"
391,6439.46,6448.9,Kiribati,Sudão,"('Kiribati', 'Sudão')"
391,6439.46,6448.9,Kiribati,Sudão do Sul,"('Kiribati', 'Sudão do Sul')"
391,6439.46,6448.9,Kiribati,Tuvalu,"('Kiribati', 'Tuvalu')"
391,6439.46,6448.9,Kosovo,Palau,"('Kosovo', 'Palau')"
391,6439.46,6448.9,Kosovo,Sudão,"('Kosovo', 'Sudão')"
391,6439.46,6448.9,Kosovo,Sudão do Sul,"('Kosovo', 'Sudão do Sul')"
391,6439.46,6448.9,Kosovo,Tuvalu,"('Kosovo', 'Tuvalu')"
391,6439.46,6448.9,Palau,Sudão,"('Palau', 'Sudão')"
391,6439.46,6448.9,Palau,Sudão do Sul,"('Palau', 'Sudão do Sul')"
391,6439.46,6448.9,Palau,Tuvalu,"('Palau', 'Tuvalu')"
391,6439.46,6448.9,Sudão,Sudão do Sul,"('Sudão', 'Sudão do Sul')"
391,6439.46,6448.9,Sudão,Tuvalu,"('Sudão', 'Tuvalu')"
391,6439.46,6448.9,Sudão do Sul,Tuvalu,"('Sudão do Sul', 'Tuvalu')"
391,6518.5,6526.5,Brasil,China,"('Brasil', 'China')"
391,6526.5,6533.5,Estados Unidos,França,"('Estados Unidos', 'França')"
391,7491.5,7495.5,Canadá,Estados Unidos,"('Canadá', 'Estados Unidos')"
391,7495.5,7500.5,Canadá,Estados Unidos,"('Canadá', 'Estados Unidos')"
391,7669.5,7672.5,Polônia,Romênia,"('Polônia', 'Romênia')"
391,7724.5,7730.5,Rússia,Turquia,"('Rússia', 'Turquia')"
391,8008.5,8013.5,Rússia,Índia,"('Rússia', 'Índia')"
391,9438.5,9446.5,China,Japão,"('China', 'Japão')"
391,9453.5,9461.5,China,Japão,"('China', 'Japão')"
391,10174.5,10177.5,Brasil,México,"('Brasil', 'México')"
391,10301.5,10303.5,Argentina,Chile,"('Argentina', 'Chile')"
391,10301.5,10303.5,Argentina,Equador,"('Argentina', 'Equador')"
391,10301.5,10303.5,Chile,Equador,"('Chile', 'Equador')"
391,10303.5,10306.5,Guatemala,Panamá,"('Guatemala', 'Panamá')"
391,10303.5,10306.5,Guatemala,Paraguai,"('Guatemala', 'Paraguai')"
391,10303.5,10306.5,Panamá,Paraguai,"('Panamá', 'Paraguai')"
391,10892.5,10894.5,Brasil,Colômbia,"('Brasil', 'Colômbia')"
391,11928.5,11932.5,Bolívia,Chile,"('Bolívia', 'Chile')"
391,13324.5,13327.5,China,Uruguai,"('China', 'Uruguai')"
391,13784.5,13787.5,China,Japão,"('China', 'Japão')"
391,13795.5,13800.5,China,Taiwan,"('China', 'Taiwan')"
391,13918.5,13924.5,China,Rússia,"('China', 'Rússia')"
391,14391.5,14395.5,Espanha,Estados Unidos,"('Espanha', 'Estados Unidos')"
391,14486.5,14490.5,Brasil,Uruguai,"('Brasil', 'Uruguai')"
391,14731.5,14735.5,Turquia,Ucrânia,"('Turquia', 'Ucrânia')"
392,570.0,587.0,Paquistão,Índia,"('Paquistão', 'Índia')"
392,626.0,651.0,Paquistão,Índia,"('Paquistão', 'Índia')"
392,732.0,755.0,China,Paquistão,"('China', 'Paquistão')"
392,819.0,832.0,Rússia,Turquia,"('Rússia', 'Turquia')"
392,1082.0,1095.0,Emirados Árabes Unidos,Estados Unidos,"('Emirados Árabes Unidos', 'Estados Unidos')"
392,1122.0,1137.0,Egito,Somália,"('Egito', 'Somália')"
392,1162.0,1172.0,Egito,Somália,"('Egito', 'Somália')"
392,1199.0,1224.0,Egito,Etiópia,"('Egito', 'Etiópia')"
392,1199.0,1224.0,Egito,Somália,"('Egito', 'Somália')"
392,1199.0,1224.0,Etiópia,Somália,"('Etiópia', 'Somália')"
392,1239.0,1252.0,Egito,Etiópia,"('Egito', 'Etiópia')"
392,1239.0,1252.0,Egito,Somália,"('Egito', 'Somália')"
392,1239.0,1252.0,Etiópia,Somália,"('Etiópia', 'Somália')"
392,1252.0,1268.0,Egito,Etiópia,"('Egito', 'Etiópia')"
392,1252.0,1268.0,Egito,Turquia,"('Egito', 'Turquia')"
392,1252.0,1268.0,Etiópia,Turquia,"('Etiópia', 'Turquia')"
392,1323.0,1344.0,Brasil,Tonga,"('Brasil', 'Tonga')"
392,1402.0,1431.96,Bolívia,Brasil,"('Bolívia', 'Brasil')"
392,1432.0,1452.96,Brasil,Nova Zelândia,"('Brasil', 'Nova Zelândia')"
392,1432.0,1452.96,Brasil,Tonga,"('Brasil', 'Tonga')"
392,1432.0,1452.96,Nova Zelândia,Tonga,"('Nova Zelândia', 'Tonga')"
392,1538.32,1547.56,Austrália,China,"('Austrália', 'China')"
392,1574.04,1589.32,China,Vanuatu,"('China', 'Vanuatu')"
392,1611.08,1623.36,Austrália,China,"('Austrália', 'China')"
392,1709.96,1720.48,Bangladesh,Uruguai,"('Bangladesh', 'Uruguai')"
392,1949.08,1956.64,China,Kiribati,"('China', 'Kiribati')"
392,1956.64,1962.4,Estados Unidos,Kiribati,"('Estados Unidos', 'Kiribati')"
392,3457.44,3462.44,Brasil,Venezuela,"('Brasil', 'Venezuela')"
392,3583.44,3589.44,Brasil,Colômbia,"('Brasil', 'Colômbia')"
392,3583.44,3589.44,Brasil,Venezuela,"('Brasil', 'Venezuela')"
392,3583.44,3589.44,Colômbia,Venezuela,"('Colômbia', 'Venezuela')"
392,4450.04,4452.28,Brasil,Índia,"('Brasil', 'Índia')"
392,4458.36,4465.6,Brasil,Índia,"('Brasil', 'Índia')"
392,4488.92,4492.52,Brasil,Índia,"('Brasil', 'Índia')"
392,5312.52,5315.52,Argentina,Bolívia,"('Argentina', 'Bolívia')"
392,5832.52,5838.52,Canadá,Estados Unidos,"('Canadá', 'Estados Unidos')"
392,5888.52,5894.52,Estados Unidos,México,"('Estados Unidos', 'México')"
392,6454.52,6461.52,Brasil,Estados Unidos,"('Brasil', 'Estados Unidos')"
392,6461.52,6467.52,Brasil,Estados Unidos,"('Brasil', 'Estados Unidos')"
392,7225.82,7229.12,França,Rússia,"('França', 'Rússia')"
392,8147.12,8150.12,China,Índia,"('China', 'Índia')"
392,8215.12,8217.12,Rússia,Índia,"('Rússia', 'Índia')"
392,10035.16,10044.16,Bangladesh,Índia,"('Bangladesh', 'Índia')"
392,10067.16,10077.16,Bangladesh,Índia,"('Bangladesh', 'Índia')"
392,10555.16,10566.16,Estados Unidos,Israel,"('Estados Unidos', 'Israel')"
392,10595.16,10600.16,China,Estados Unidos,"('China', 'Estados Unidos')"
392,10595.16,10600.16,China,Rússia,"('China', 'Rússia')"
392,10595.16,10600.16,Estados Unidos,Rússia,"('Estados Unidos', 'Rússia')"
392,10661.16,10669.16,Estados Unidos,Israel,"('Estados Unidos', 'Israel')"
393,886.2,894.2,Estados Unidos,Turquia,"('Estados Unidos', 'Turquia')"
393,5044.2,5048.2,Guiné,Guiné-Bissau,"('Guiné', 'Guiné-Bissau')"
393,5054.2,5056.2,Guiné,Guiné-Bissau,"('Guiné', 'Guiné-Bissau')"
393,5083.2,5086.2,Cabo Verde,Guiné,"('Cabo Verde', 'Guiné')"
393,5267.2,5269.2,Kiribati,Tonga,"('Kiribati', 'Tonga')"
393,5306.2,5308.2,Kiribati,Tonga,"('Kiribati', 'Tonga')"
393,5532.2,5538.2,Maurício,Nepal,"('Maurício', 'Nepal')"
393,6625.2,6629.2,Guiné,Guiné-Bissau,"('Guiné', 'Guiné-Bissau')"
393,6861.2,6866.2,Estados Unidos,Israel,"('Estados Unidos', 'Israel')"
393,7060.2,7066.2,Afeganistão,Alemanha,"('Afeganistão', 'Alemanha')"
393,7703.2,7712.2,Estados Unidos,Kosovo,"('Estados Unidos', 'Kosovo')"
393,8094.2,8096.2,China,Rússia,"('China', 'Rússia')"
393,8160.2,8162.2,China,Rússia,"('China', 'Rússia')"
393,8283.2,8287.2,China,Israel,"('China', 'Israel')"
393,8283.2,8287.2,China,Turquia,"('China', 'Turquia')"
393,8283.2,8287.2,Israel,Turquia,"('Israel', 'Turquia')"
393,8429.2,8432.2,Estados Unidos,Rússia,"('Estados Unidos', 'Rússia')"
393,8469.2,8471.2,Afeganistão,Estados Unidos,"('Afeganistão', 'Estados Unidos')"
393,9092.2,9096.2,China,Rússia,"('China', 'Rússia')"
393,9374.2,9377.2,Brasil,Turquia,"('Brasil', 'Turquia')"
393,9395.2,9399.2,Brasil,Panamá,"('Brasil', 'Panamá')"
393,10220.2,10227.2,Bolívia,Brasil,"('Bolívia', 'Brasil')"
393,10318.2,10326.2,Palestina,Uruguai,"('Palestina', 'Uruguai')"
393,10347.2,10353.2,Palestina,Uruguai,"('Palestina', 'Uruguai')"
393,10662.2,10665.2,Argentina,Brasil,"('Argentina', 'Brasil')"
393,11446.2,11449.2,Argentina,Bolívia,"('Argentina', 'Bolívia')"
393,11464.2,11469.2,Argentina,Brasil,"('Argentina', 'Brasil')"
393,12758.2,12761.2,Canadá,Estados Unidos,"('Canadá', 'Estados Unidos')"
393,14072.2,14074.2,Afeganistão,Estados Unidos,"('Afeganistão', 'Estados Unidos')"
393,14297.2,14300.2,Egito,Turquia,"('Egito', 'Turquia')"
393,14362.2,14364.2,Egito,Turquia,"('Egito', 'Turquia')"
393,15130.2,15133.2,Alemanha,Brasil,"('Alemanha', 'Brasil')"
393,15130.2,15133.2,Alemanha,Israel,"('Alemanha', 'Israel')"
393,15130.2,15133.2,Brasil,Israel,"('Brasil', 'Israel')"
393,15393.2,15397.2,Brasil,Uruguai,"('Brasil', 'Uruguai')"
394,446.0,457.0,Israel,Síria,"('Israel', 'Síria')"
394,751.0,760.0,Egito,Sudão,"('Egito', 'Sudão')"
394,751.0,760.0,Egito,Sudão do Sul,"('Egito', 'Sudão do Sul')"
394,751.0,760.0,Sudão,Sudão do Sul,"('Sudão', 'Sudão do Sul')"
394,760.0,775.0,Egito,Sudão,"('Egito', 'Sudão')"
394,1039.0,1054.0,China,Estados Unidos,"('China', 'Estados Unidos')"
394,1054.0,1068.0,China,Estados Unidos,"('China', 'Estados Unidos')"
394,1068.0,1079.0,Brasil,Itália,"('Brasil', 'Itália')"
394,1093.0,1101.0,Maurício,Nepal,"('Maurício', 'Nepal')"
394,1586.0,1607.0,Alemanha,Noruega,"('Alemanha', 'Noruega')"
394,1641.0,1657.0,Polônia,Suíça,"('Polônia', 'Suíça')"
394,1959.0,1965.0,Albânia,Polônia,"('Albânia', 'Polônia')"
394,2024.0,2030.0,Albânia,Suíça,"('Albânia', 'Suíça')"
394,2030.0,2037.0,Afeganistão,Suíça,"('Afeganistão', 'Suíça')"
394,2294.0,2302.0,Bélgica,Israel,"('Bélgica', 'Israel')"
394,2346.0,2354.0,Israel,Itália,"('Israel', 'Itália')"
394,2374.0,2380.0,Hungria,Israel,"('Hungria', 'Israel')"
394,2820.0,2827.0,Rússia,Ucrânia,"('Rússia', 'Ucrânia')"
394,3448.0,3453.0,Belize,Guatemala,"('Belize', 'Guatemala')"
394,3448.0,3453.0,Belize,Honduras,"('Belize', 'Honduras')"
394,3448.0,3453.0,Guatemala,Honduras,"('Guatemala', 'Honduras')"
394,4600.0,4603.0,Estados Unidos,Venezuela,"('Estados Unidos', 'Venezuela')"
394,4755.0,4759.0,Rússia,Ucrânia,"('Rússia', 'Ucrânia')"
394,5260.0,5265.0,Afeganistão,Estados Unidos,"('Afeganistão', 'Estados Unidos')"
394,5321.0,5330.0,Alemanha,Índia,"('Alemanha', 'Índia')"
394,5321.0,5330.0,Alemanha,Japão,"('Alemanha', 'Japão')"
394,5321.0,5330.0,Japão,Índia,"('Japão', 'Índia')"
394,5376.0,5382.0,Estados Unidos,Índia,"('Estados Unidos', 'Índia')"
394,5458.52,5463.52,Egito,África do Sul,"('Egito', 'África do Sul')"
394,5469.52,5475.52,Marrocos,Senegal,"('Marrocos', 'Senegal')"
394,5475.52,5480.52,Egito,Marrocos,"('Egito', 'Marrocos')"
394,5648.52,5655.52,Estados Unidos,Israel,"('Estados Unidos', 'Israel')"
394,5719.52,5727.52,Estados Unidos,Israel,"('Estados Unidos', 'Israel')"
394,5858.52,5866.52,Estados Unidos,Israel,"('Estados Unidos', 'Israel')"
394,5867.52,5878.52,Canadá,Estados Unidos,"('Canadá', 'Estados Unidos')"
394,5894.52,5905.52,Canadá,China,"('Canadá', 'China')"
394,6665.34,6671.34,Brasil,Uruguai,"('Brasil', 'Uruguai')"
394,6789.34,6796.34,Afeganistão,Austrália,"('Afeganistão', 'Austrália')"
394,7861.34,7865.34,Japão,Peru,"('Japão', 'Peru')"
394,7889.34,7892.34,Brasil,Peru,"('Brasil', 'Peru')"
394,8270.34,8273.34,Brasil,Estados Unidos,"('Brasil', 'Estados Unidos')"
394,9605.34,9611.34,Peru,Uruguai,"('Peru', 'Uruguai')"
394,9605.34,9611.34,Peru,Venezuela,"('Peru', 'Venezuela')"
394,9605.34,9611.34,Uruguai,Venezuela,"('Uruguai', 'Venezuela')"
394,9807.34,9812.34,China,Estados Unidos,"('China', 'Estados Unidos')"
394,9878.34,9883.34,China,Estados Unidos,"('China', 'Estados Unidos')"
394,9883.34,9887.34,Argentina,África do Sul,"('Argentina', 'África do Sul')"
394,9883.34,9887.34,Argentina,México,"('Argentina', 'México')"
394,9883.34,9887.34,México,África do Sul,"('México', 'África do Sul')"
394,9887.34,9894.34,França,México,"('França', 'México')"
394,9903.34,9911.34,Brasil,Espanha,"('Brasil', 'Espanha')"
394,9991.34,9999.34,Burkina Faso,Canadá,"('Burkina Faso', 'Canadá')"
394,9991.34,9999.34,Burkina Faso,Gabão,"('Burkina Faso', 'Gabão')"
394,9991.34,9999.34,Canadá,Gabão,"('Canadá', 'Gabão')"
394,9999.34,10008.34,Brasil,Venezuela,"('Brasil', 'Venezuela')"
394,10108.34,10127.34,Brasil,Venezuela,"('Brasil', 'Venezuela')"
394,10137.34,10154.34,Brasil,Venezuela,"('Brasil', 'Venezuela')"
394,10181.34,10191.34,Brasil,Venezuela,"('Brasil', 'Venezuela')"
394,10216.34,10234.34,Rússia,Venezuela,"('Rússia', 'Venezuela')"
394,10259.34,10269.34,Argentina,Brasil,"('Argentina', 'Brasil')"
394,10556.36,10569.36,Estados Unidos,Venezuela,"('Estados Unidos', 'Venezuela')"
394,10620.36,10630.36,Espanha,Venezuela,"('Espanha', 'Venezuela')"
394,10630.36,10649.36,Bolívia,Peru,"('Bolívia', 'Peru')"
394,10630.36,10649.36,Bolívia,Venezuela,"('Bolívia', 'Venezuela')"
394,10630.36,10649.36,Peru,Venezuela,"('Peru', 'Venezuela')"
394,10792.36,10806.36,Argentina,Canadá,"('Argentina', 'Canadá')"
394,10792.36,10806.36,Argentina,Chile,"('Argentina', 'Chile')"
394,10792.36,10806.36,Argentina,Costa Rica,"('Argentina', 'Costa Rica')"
394,10792.36,10806.36,Argentina,Equador,"('Argentina', 'Equador')"
394,10792.36,10806.36,Argentina,Paraguai,"('Argentina', 'Paraguai')"
394,10792.36,10806.36,Argentina,Peru,"('Argentina', 'Peru')"
394,10792.36,10806.36,Canadá,Chile,"('Canadá', 'Chile')"
394,10792.36,10806.36,Canadá,Costa Rica,"('Canadá', 'Costa Rica')"
394,10792.36,10806.36,Canadá,Equador,"('Canadá', 'Equador')"
394,10792.36,10806.36,Canadá,Paraguai,"('Canadá', 'Paraguai')"
394,10792.36,10806.36,Canadá,Peru,"('Canadá', 'Peru')"
394,10792.36,10806.36,Chile,Costa Rica,"('Chile', 'Costa Rica')"
394,10792.36,10806.36,Chile,Equador,"('Chile', 'Equador')"
394,10792.36,10806.36,Chile,Paraguai,"('Chile', 'Paraguai')"
394,10792.36,10806.36,Chile,Peru,"('Chile', 'Peru')"
394,10792.36,10806.36,Costa Rica,Equador,"('Costa Rica', 'Equador')"
394,10792.36,10806.36,Costa Rica,Paraguai,"('Costa Rica', 'Paraguai')"
394,10792.36,10806.36,Costa Rica,Peru,"('Costa Rica', 'Peru')"
394,10792.36,10806.36,Equador,Paraguai,"('Equador', 'Paraguai')"
394,10792.36,10806.36,Equador,Peru,"('Equador', 'Peru')"
394,10792.36,10806.36,Paraguai,Peru,"('Paraguai', 'Peru')"
394,10840.36,10869.36,Estados Unidos,Guatemala,"('Estados Unidos', 'Guatemala')"
394,10976.36,10990.36,El Salvador,Honduras,"('El Salvador', 'Honduras')"
394,11281.36,11295.36,Argentina,Venezuela,"('Argentina', 'Venezuela')"
395,612.0,617.0,Sudão,Sudão do Sul,"('Sudão', 'Sudão do Sul')"
395,623.0,627.0,Sudão,Sudão do Sul,"('Sudão', 'Sudão do Sul')"
395,652.0,655.0,Sudão,Sudão do Sul,"('Sudão', 'Sudão do Sul')"
395,964.0,972.0,Portugal,Índia,"('Portugal', 'Índia')"
395,998.0,1001.0,Israel,Portugal,"('Israel', 'Portugal')"
395,2463.0,2468.0,Irã,Israel,"('Irã', 'Israel')"
395,2840.0,2844.0,Israel,Síria,"('Israel', 'Síria')"
395,3214.0,3217.0,Estados Unidos,Paraguai,"('Estados Unidos', 'Paraguai')"
395,3214.0,3217.0,Estados Unidos,Tonga,"('Estados Unidos', 'Tonga')"
395,3214.0,3217.0,Estados Unidos,Tuvalu,"('Estados Unidos', 'Tuvalu')"
395,3214.0,3217.0,Paraguai,Tonga,"('Paraguai', 'Tonga')"
395,3214.0,3217.0,Paraguai,Tuvalu,"('Paraguai', 'Tuvalu')"
395,3214.0,3217.0,Tonga,Tuvalu,"('Tonga', 'Tuvalu')"
395,3335.0,3340.0,Brasil,França,"('Brasil', 'França')"
395,3357.0,3363.0,China,França,"('China', 'França')"
395,3357.0,3363.0,China,Rússia,"('China', 'Rússia')"
395,3357.0,3363.0,França,Rússia,"('França', 'Rússia')"
395,3650.0,3656.0,Israel,Jordânia,"('Israel', 'Jordânia')"
395,3785.0,3791.0,Irã,Índia,"('Irã', 'Índia')"
395,3791.0,3796.0,Irã,Índia,"('Irã', 'Índia')"
395,3798.0,3802.0,Irã,Índia,"('Irã', 'Índia')"
395,4224.0,4234.0,Brasil,Indonésia,"('Brasil', 'Indonésia')"
395,4764.0,4776.0,Espanha,Venezuela,"('Espanha', 'Venezuela')"
395,4810.0,4819.0,Espanha,Venezuela,"('Espanha', 'Venezuela')"
395,5563.0,5582.0,Brasil,China,"('Brasil', 'China')"
395,5618.0,5635.0,Brasil,Rússia,"('Brasil', 'Rússia')"
395,5645.0,5655.0,Brasil,China,"('Brasil', 'China')"
395,5789.0,5804.0,Bolívia,Brasil,"('Bolívia', 'Brasil')"
395,6073.0,6092.0,Bolívia,Chile,"('Bolívia', 'Chile')"
395,6382.0,6394.0,Chile,Costa Rica,"('Chile', 'Costa Rica')"
395,6449.0,6469.0,Chile,Peru,"('Chile', 'Peru')"
395,6496.0,6506.0,Bolívia,Brasil,"('Bolívia', 'Brasil')"
395,6496.0,6506.0,Bolívia,Colômbia,"('Bolívia', 'Colômbia')"
395,6496.0,6506.0,Brasil,Colômbia,"('Brasil', 'Colômbia')"
395,8727.0,8740.0,Estados Unidos,Ucrânia,"('Estados Unidos', 'Ucrânia')"
395,8952.0,8958.0,Afeganistão,Estados Unidos,"('Afeganistão', 'Estados Unidos')"
395,9919.0,9932.0,Angola,Polônia,"('Angola', 'Polônia')"
395,10094.0,10107.0,Itália,Polônia,"('Itália', 'Polônia')"
395,10140.0,10148.0,Alemanha,Polônia,"('Alemanha', 'Polônia')"
395,10292.0,10303.0,Itália,Suíça,"('Itália', 'Suíça')"
395,10723.0,10736.0,França,Portugal,"('França', 'Portugal')"
395,10765.0,10776.0,Espanha,Itália,"('Espanha', 'Itália')"
395,10765.0,10776.0,Espanha,Marrocos,"('Espanha', 'Marrocos')"
395,10765.0,10776.0,Espanha,Portugal,"('Espanha', 'Portugal')"
395,10765.0,10776.0,Itália,Marrocos,"('Itália', 'Marrocos')"
395,10765.0,10776.0,Itália,Portugal,"('Itália', 'Portugal')"
395,10765.0,10776.0,Marrocos,Portugal,"('Marrocos', 'Portugal')"
395,10823.0,10835.0,Alemanha,França,"('Alemanha', 'França')"
395,11329.0,11337.0,Brasil,Estados Unidos,"('Brasil', 'Estados Unidos')"
395,11346.0,11357.0,Brasil,Estados Unidos,"('Brasil', 'Estados Unidos')"
395,11418.0,11445.0,Brasil,Estados Unidos,"('Brasil', 'Estados Unidos')"
395,11596.62,11602.5,Brasil,Estados Unidos,"('Brasil', 'Estados Unidos')"
395,11719.62,11726.22,Estados Unidos,México,"('Estados Unidos', 'México')"
395,11863.42,11871.42,Estados Unidos,Japão,"('Estados Unidos', 'Japão')"
395,11949.42,11961.42,China,Estados Unidos,"('China', 'Estados Unidos')"
395,11972.42,11983.42,China,Estados Unidos,"('China', 'Estados Unidos')"
395,12565.42,12570.42,China,Japão,"('China', 'Japão')"
395,12588.42,12593.42,China,Japão,"('China', 'Japão')"
395,13373.42,13378.42,Alemanha,Brasil,"('Alemanha', 'Brasil')"
396,1358.0,1361.0,Brasil,China,"('Brasil', 'China')"
396,1404.0,1409.0,Irã,Israel,"('Irã', 'Israel')"
396,1576.0,1580.0,Austrália,França,"('Austrália', 'França')"
396,2244.0,2251.0,Estados Unidos,México,"('Estados Unidos', 'México')"
396,4547.66,4549.66,Argentina,Estados Unidos,"('Argentina', 'Estados Unidos')"
396,4561.66,4563.66,Brasil,Colômbia,"('Brasil', 'Colômbia')"
396,5448.66,5453.66,Brasil,Japão,"('Brasil', 'Japão')"
396,5491.66,5494.66,Alemanha,Brasil,"('Alemanha', 'Brasil')"
396,5491.66,5494.66,Alemanha,Japão,"('Alemanha', 'Japão')"
396,5491.66,5494.66,Brasil,Japão,"('Brasil', 'Japão')"
396,5564.66,5568.66,Alemanha,Japão,"('Alemanha', 'Japão')"
396,5621.66,5624.66,Argentina,Colômbia,"('Argentina', 'Colômbia')"
396,5621.66,5624.66,Argentina,México,"('Argentina', 'México')"
396,5621.66,5624.66,Colômbia,México,"('Colômbia', 'México')"
396,5725.66,5728.66,Brasil,China,"('Brasil', 'China')"
396,5876.66,5879.66,França,Rússia,"('França', 'Rússia')"
396,5912.66,5914.66,China,Estados Unidos,"('China', 'Estados Unidos')"
396,5917.66,5919.66,Japão,Rússia,"('Japão', 'Rússia')"
396,6005.66,6008.66,China,Rússia,"('China', 'Rússia')"
396,6345.66,6349.66,Brasil,Índia,"('Brasil', 'Índia')"
396,6345.66,6349.66,Brasil,Japão,"('Brasil', 'Japão')"
396,6345.66,6349.66,Japão,Índia,"('Japão', 'Índia')"
396,6389.66,6392.66,Brasil,Japão,"('Brasil', 'Japão')"
396,6501.66,6504.66,Brasil,China,"('Brasil', 'China')"
396,6776.66,6779.66,China,Estados Unidos,"('China', 'Estados Unidos')"
396,7883.66,7886.66,Rússia,Síria,"('Rússia', 'Síria')"
396,7897.66,7902.66,Brasil,Síria,"('Brasil', 'Síria')"
396,7996.66,8004.66,Estados Unidos,Rússia,"('Estados Unidos', 'Rússia')"
396,8166.66,8172.66,Austrália,Estados Unidos,"('Austrália', 'Estados Unidos')"
396,8166.66,8172.66,Austrália,Japão,"('Austrália', 'Japão')"
396,8166.66,8172.66,Estados Unidos,Japão,"('Estados Unidos', 'Japão')"
396,9625.66,9628.66,Estados Unidos,Japão,"('Estados Unidos', 'Japão')"
396,9824.66,9827.66,Egito,Etiópia,"('Egito', 'Etiópia')"
397,322.0,330.0,Guiné,Uganda,"('Guiné', 'Uganda')"
397,4103.0,4129.0,Alemanha,Rússia,"('Alemanha', 'Rússia')"
397,4158.0,4171.0,Alemanha,Rússia,"('Alemanha', 'Rússia')"
397,4485.36,4489.88,China,Rússia,"('China', 'Rússia')"
397,4713.26,4718.26,Alemanha,Brasil,"('Alemanha', 'Brasil')"
397,5502.26,5515.26,Estados Unidos,México,"('Estados Unidos', 'México')"
397,5898.26,5924.26,Brasil,Estados Unidos,"('Brasil', 'Estados Unidos')"
397,5898.26,5924.26,Brasil,México,"('Brasil', 'México')"
397,5898.26,5924.26,Estados Unidos,México,"('Estados Unidos', 'México')"
397,6089.26,6102.26,Egito,Nepal,"('Egito', 'Nepal')"
397,7403.08,7430.08,Equador,México,"('Equador', 'México')"
397,7587.08,7608.08,Argentina,Brasil,"('Argentina', 'Brasil')"
397,8383.08,8392.08,Iraque,Irã,"('Iraque', 'Irã')"
397,8418.08,8433.08,Irã,Israel,"('Irã', 'Israel')"
397,8572.08,8579.08,Estados Unidos,Israel,"('Estados Unidos', 'Israel')"
397,8618.08,8624.08,Irã,Israel,"('Irã', 'Israel')"
397,8618.08,8624.08,Irã,Turquia,"('Irã', 'Turquia')"
397,8618.08,8624.08,Israel,Turquia,"('Israel', 'Turquia')"
397,8624.08,8631.08,Irã,Israel,"('Irã', 'Israel')"
397,8624.08,8631.08,Irã,Turquia,"('Irã', 'Turquia')"
397,8624.08,8631.08,Israel,Turquia,"('Israel', 'Turquia')"
397,8657.08,8663.08,Estados Unidos,Israel,"('Estados Unidos', 'Israel')"
397,9000.08,9007.08,Israel,Líbano,"('Israel', 'Líbano')"
397,9149.08,9158.08,Líbano,Síria,"('Líbano', 'Síria')"
397,9149.08,9158.08,Luxemburgo,Líbano,"('Luxemburgo', 'Líbano')"
397,9149.08,9158.08,Luxemburgo,Síria,"('Luxemburgo', 'Síria')"
397,10048.08,10053.08,Estados Unidos,Irã,"('Estados Unidos', 'Irã')"
397,10282.08,10287.08,Irã,Israel,"('Irã', 'Israel')"
397,10358.08,10362.08,Irã,Israel,"('Irã', 'Israel')"
397,10371.08,10376.08,Irã,Israel,"('Irã', 'Israel')"
397,10448.08,10454.08,Estados Unidos,Israel,"('Estados Unidos', 'Israel')"
397,10782.08,10791.08,Estados Unidos,Israel,"('Estados Unidos', 'Israel')"
397,10803.08,10811.08,Irã,Turquia,"('Irã', 'Turquia')"
397,10848.08,10855.08,Irã,Israel,"('Irã', 'Israel')"
397,10848.08,10855.08,Irã,Rússia,"('Irã', 'Rússia')"
397,10848.08,10855.08,Israel,Rússia,"('Israel', 'Rússia')"
397,10865.08,10869.08,Irã,Rússia,"('Irã', 'Rússia')"
397,10964.08,10973.08,Bolívia,Paraguai,"('Bolívia', 'Paraguai')"
397,11085.08,11089.08,Estados Unidos,Irã,"('Estados Unidos', 'Irã')"
397,11448.08,11455.08,Azerbaijão,Israel,"('Azerbaijão', 'Israel')"
397,11471.08,11482.08,Azerbaijão,Israel,"('Azerbaijão', 'Israel')"
397,11497.08,11515.08,França,Palestina,"('França', 'Palestina')"
397,11545.08,11558.08,Bolívia,África do Sul,"('Bolívia', 'África do Sul')"
397,11545.08,11558.08,Bolívia,Brasil,"('Bolívia', 'Brasil')"
397,11545.08,11558.08,Bolívia,China,"('Bolívia', 'China')"
397,11545.08,11558.08,Bolívia,Egito,"('Bolívia', 'Egito')"
397,11545.08,11558.08,Bolívia,Indonésia,"('Bolívia', 'Indonésia')"
397,11545.08,11558.08,Bolívia,México,"('Bolívia', 'México')"
397,11545.08,11558.08,Bolívia,Turquia,"('Bolívia', 'Turquia')"
397,11545.08,11558.08,Bolívia,Zâmbia,"('Bolívia', 'Zâmbia')"
397,11545.08,11558.08,Brasil,África do Sul,"('Brasil', 'África do Sul')"
397,11545.08,11558.08,Brasil,China,"('Brasil', 'China')"
397,11545.08,11558.08,Brasil,Egito,"('Brasil', 'Egito')"
397,11545.08,11558.08,Brasil,Indonésia,"('Brasil', 'Indonésia')"
397,11545.08,11558.08,Brasil,México,"('Brasil', 'México')"
397,11545.08,11558.08,Brasil,Turquia,"('Brasil', 'Turquia')"
397,11545.08,11558.08,Brasil,Zâmbia,"('Brasil', 'Zâmbia')"
397,11545.08,11558.08,China,África do Sul,"('China', 'África do Sul')"
397,11545.08,11558.08,China,Egito,"('China', 'Egito')"
